CODE,OWNER,STATUS,CATEGORY_MEANING_E,CATEGORY_MEANING_F,UNITS_DESCRIPTOR_E,UNITS_DESCRIPTOR_F,CF_CODE,NETCDF_LONG_NAME,WMO_CODE_TABLE_ID,CONVENTION
DEQ$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,code_of_equation_used_to_decode_the_data,,
DET$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
DEWD,MEDS,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,
DEWT,BIO,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,
DEWT,IML,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,
DEWT,MEDS,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,
DEWT,NODC,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,
DHM$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
DIAD,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,
DIAT,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,
DIC$,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
DICW,MEDS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,
DIRM,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,bearing_of_object_from_reference_point_relative_to_magnetic_north,,
DIRT,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,bearing_of_object_from_reference_point_relative_to_true_north,,
DISE,MEDS,A,Position and navigation,Position et navigation,metre,mètre,,distance_of_object_from_reference point_in_direction_true_east,,
DISN,MEDS,A,Position and navigation,Position et navigation,metre,mètre,,distance_of_object_from_reference point_in_direction_true_north,,
DKT$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,type_recorder_for_BT,4770,
DKT$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,
DLA$,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,
DLO$,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,
DLT$,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,
DMH$,MEDS,A,Water Level,Niveau d'eau,text,texte,,,,
DML$,MEDS,A,Water Level,Niveau d'eau,text,texte,,,,
DMN$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,water_level_averaged_daily,,
DMSP,MEDS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,mole_concentration_of_dimethyl_sulfide_in_water,,
DN3$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,date_of_nitrate_analysis,,
DOC$,MEDS,A,Biological Oceanography,Océanographie biologique,millimole per metre cube,millimole par mètre cube,,,,
DOC_,IML,A,Biological Oceanography,Océanographie biologique,millimole per metre cube,millimole par mètre cube,,,,
DON$ ,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,mole_concentration_of_dissolved_nitrogen_in_water,,
DON_,IML,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
DOX$,MEDS,A,Biological Oceanography,Océanographie biologique,millilitre per litre,millilitre par litre,,,,
DOX$,NODC,A,Biological Oceanography,Océanographie biologique,millilitre per litre,millilitre par litre,,,,
DOX2,NODC,A,Physical Oceanography,Océanographie physique,micromole per kilogram,micromole par kilogramme,,,,
DOXY,BIO,A,Biological Oceanography,Océanographie biologique,millilitre per litre,millilitre par litre,,,,
DOXY,IML,A,Biological Oceanography,Océanographie biologique,millilitre per litre,millilitre par litre,,,,
DOXY,MEDS,A,Physical Oceanography,Océanographie physique,millimole per metre cube,millimole par mètre cube,mole_concentration_of_dissolved_molecular_oxygen_in_sea_wate,mole_concentration_of_dissolved_molecular_oxygen_in_wate,,
DOXY,NODC,A,Physical Oceanography,Océanographie physique,millimole per metre cube,millimole par mètre cube,,,,
DPC$,NODC,A,Methods,Méthodes,text,texte,,,,
DPDT,BIO,A,Instrument characteristics,Caractéristiques de l'instrument,metre per second,mètre par seconde,,,,
DPDT,IML,A,Instrument characteristics,Caractéristiques de l'instrument,metre per second,mètre par seconde,,,,
DPDT,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,metre per second,mètre par seconde,,lowering_rate_of_instrument,,
DPI$,MEDS,A,General purpose,Tout usage,text,texte,,name_of_person_deploying_instrument,,
DPO$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,date_of_phosphate_analysis_yyyymmdd,,
DPP$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
DPS$,MEDS,A,Time and frequency,Temps et fréquence,hour,heure,,,,
DPS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,hour,heure,,,,
DPSF,MEDS,A,Position and navigation,Position et navigation,metre,mètre,,depth_below_sea_floor,,
DPT$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
DRD$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,date_when_drogue_was_lost_hhmm,,
DRDP,BIO,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,
DRDP,IML,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,
DRDP,MEDS,A,Physical Oceanography,Océanographie physique,metre,mètre,,depth_of_drogue,,
DRDP,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,
DRHR,MEDS,A,Time and frequency,Temps et fréquence,hour,heure,,duration,,
DRHR,NODC,A,Time and frequency,Temps et fréquence,hour,heure,,,,
DRMN,MEDS,A,Time and frequency,Temps et fréquence,minute(time),minute(durée),,duration,,
DRSC,MEDS,A,Time and frequency,Temps et fréquence,second,seconde,,duration,,
DRT$,MEDS,A,General purpose,Tout usage,code table,table de code,,code_of_drogue_type,,
DRYT,BIO,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,
DRYT,IML,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,
DRYT,MEDS,A,Meteorology,Météorologie,degree Celsius,degré Celsius,air_temperature,,,
DRYT,NODC,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,
DSI$,MEDS,A,General purpose,Tout usage,text,texte,,indicator_of_data_state,,
DSO$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,date_of_silicate_analysis_yyyymmdd,,
DSP1,MEDS,A,Wave,Vague,number,nombre,,date_at_end_of_tow_yyyymmdd,,
DSP2,MEDS,A,Wave,Vague,number,nombre,,,,
DT2$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
DT2$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
DTC$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,date_calibration_yyyymmdd,,
DTDZ,MEDS,A,Meteorology,Météorologie,degree Celsius per metre,degré Celsius par mètre,,air_temperature_vertical_gradient,,
DTE$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
DTE$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
DTH$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
DTL$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
DYNH,BIO,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,
DYNH,IML,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,
D_P$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,
Date,IOS,A,Date and time within day,Date et temps dans une journée,unknown,inconnu,,,,
Declination:Magnetic,IOS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,
Depth,IOS,A,Position and navigation,Position et navigation,metre,mètre,,,,
Depth:Nominal,IOS,A,Position and navigation,Position et navigation,metre,mètre,,,,
Depth:Water,IOS,A,Geophysics,Géophysique,metre,mètre,,,,
Dimethyl_Sulphide,IOS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,,,
Direction:Wind,IOS,A,Meteorology,Météorologie,degree(angle) True,degré(angle) vrai,,,,
EAG1,MEDS,A,General purpose,Tout usage,text,texte,,name_of_exchange_agency,,
EAZM,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,
EDAT,MEDS,A,Chemistry,Chimie,minute(time),minute(durée),,duration_of_cast_minutes,,
EEEE,MEDS,A,General purpose,Tout usage,number,nombre,,decimal_exponent,,
EIT$,MEDS,A,Physical Oceanography,Océanographie physique,text,texte,,engine_intake_water_sample,,
ELA$,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,latitude_error,,
ELAT,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,latitude_end_of_cast,,
ELEV,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,angle_of_elevation_of_object_from_reference_point,,
ELO$,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,longitude_error,,
ELON,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,longitude_end_of_cast,,
EMAJ,MEDS,A,Position and navigation,Position et navigation,metre,mètre,,,,
EMIN,MEDS,A,Position and navigation,Position et navigation,metre,mètre,,,,
ERRV,BIO,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,
ERRV,IML,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,
ERS$,MEDS,A,Wave,Vague,percent,pourcentage,,,,
EST$,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,sea_surface_temperature_error,,
ETHR,MEDS,A,Time and frequency,Temps et fréquence,hour,heure,,,,
ETMN,MEDS,A,Time and frequency,Temps et fréquence,minute(time),minute(durée),,,,
ETSC,MEDS,A,Time and frequency,Temps et fréquence,second,seconde,,,,
EWCM,BIO,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,
EWCM,IML,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,
EWCM,MEDS,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,eastward_water_velocity_magnetic,,
EWCT,BIO,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,
EWCT,IML,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,
EWCT,MEDS,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,eastward_water_velocity_true,,
EXP$,MEDS,A,General purpose,Tout usage,text,texte,,numer_of_experiment_by_originator,,
Ethane,IOS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,,,
Ethylene,IOS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,,,
F11$,MEDS,A,Chemistry,Chimie,picomole per kilogram,picomole par kilogramme,,mole_concentration_of_CFC11,,
F11$,NODC,A,Chemistry,Chimie,text,texte,,,,
F12$,MEDS,A,Chemistry,Chimie,picomole per kilogram,picomole par kilogramme,,mole_concentration_of_CFC12,,
F12$,NODC,A,Chemistry,Chimie,text,texte,,,,
FD1$,MEDS,A,Chemistry,Chimie,unknown,inconnu,,,,
FD2$,MEDS,A,Chemistry,Chimie,unknown,inconnu,,,,
FDO$,MEDS,A,Chemistry,Chimie,unknown,inconnu,,,,
FDT$,MEDS,A,Chemistry,Chimie,unknown,inconnu,,,,
FFFF,BIO,A,General purpose,Tout usage,code table,table de code,,,,
FFFF,IML,A,General purpose,Tout usage,code table,table de code,,,,
FFFF,MEDS,A,General purpose,Tout usage,code table,table de code,,flag_quality_control,,
FIXF,MEDS,A,Position and navigation,Position et navigation,code table,table de code,,flag_prime_nagivation_aid,,
FLAG,NODC,A,General purpose,Tout usage,text,texte,,,,
FLO1,MEDS,A,Chemistry,Chimie,milligram per litre,milligramme par litre,,mass_concentration_of_fluoride_in_water,,
FLO1,NODC,A,Chemistry,Chimie,milligram per litre,milligramme par litre,,,,
FLOR,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,
FLOR,IML,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,
FLU$,MEDS,A,Chemistry,Chimie,percent,pourcentage,,fluorescence_in_water_as_percent,,
FLU1,MEDS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,mass_concentration_of_chlorophyll_in_sea_water ,mass_concentration_of_chlorophyll_a_in_water_by_fluorometer,,
FLU1,NODC,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,
FLU2,MEDS,A,Chemistry,Chimie,volt,volt,,fluorescence_in_water_measured_in_volts,,
FLU2,NODC,A,Chemistry,Chimie,volt,volt,,,,
FLUD,MEDS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,fluorescence_of_carbon_dissolved_organic_matter_in_water,,
FLU_,IML,A,Biological Oceanography,Océanographie biologique,percent,pourcentage,,,,
FM1$,MEDS,A,Chemistry,Chimie,unknown,inconnu,,,,
FM2$,MEDS,A,Chemistry,Chimie,unknown,inconnu,,,,
FMO$,MEDS,A,Chemistry,Chimie,unknown,inconnu,,,,
FMT$,MEDS,A,Chemistry,Chimie,unknown,inconnu,,,,
FRA$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,
FRE$,MEDS,I,Special IGOSS Indicator,Indicateur spécial IGOSS,code table,table de code,,equation_fall_rate,,
FRE$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,
FREQ,MEDS,A,Time and frequency,Temps et fréquence,hertz,hertz,wave_frequency,,,
FRQ$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,
FRQ1,MEDS,A,Wave,Vague,hertz,hertz,,,,
FRQ2,MEDS,A,Wave,Vague,hertz,hertz,,,,
FTD#,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,dimensionless,sans dimension,,,,
FTT#,NODC,A,Date and time within day,Date et temps dans une journée,hour,heure,,,,
FUCX,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,
Flag:name,IOS,A,General purpose,Tout usage,dimensionless,sans dimension,,,,
Fluorescence:URU,IOS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,
Fluorescence:URU:Seapoint,IOS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,
Fluorescence:URU:Seatech,IOS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,
Fluorescence:URU:Wetlabs,IOS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,
GBGA,MEDS,A,Geophysics,Géophysique,milligal,milligal,,Bouger_gravity_anomaly,,
GCLL,NODC,A,General purpose,Tout usage,text,texte,,,,
GCO#,MEDS,A,General purpose,Tout usage,text,texte,,cruise_number_originator_NODC,,
GDIR,BIO,A,Meteorology,Météorologie,degree(angle),degré(angle),,,,
GDIR,IML,A,Meteorology,Météorologie,degree(angle),degré(angle),,,,
GDIR,MEDS,A,Meteorology,Météorologie,degree(angle),degré(angle),,gust_wind_direction_from_true_north,,
GE1$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,code table,table de code,,,,
GE1$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,
GE2$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,code table,table de code,,,,
GE2$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,
GE3$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,code table,table de code,,,,
GEOP,BIO,A,Physical Oceanography,Océanographie physique,dimensionless,sans dimension,,,,
GEOP,IML,A,Physical Oceanography,Océanographie physique,dimensionless,sans dimension,,,,
GEOT,MEDS,A,Geophysics,Géophysique,milligal,milligal,,geopotential,,
GFAA,MEDS,A,Geophysics,Géophysique,milligal,milligal,,gravity_anomaly_free_air,,
GG1$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,
GG1$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,
GG2$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,
GG2$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,
GG3$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,
GG3$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,
GGC$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,
GGC$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,
GGCD,MEDS,A,Position and navigation,Position et navigation,code table,table de code,,period_of_current_measurement_or_drift,2265,
GGCM,MEDS,A,Position and navigation,Position et navigation,code table,table de code,,indicator_method_of_current_measurement,2266,
GGCM,NODC,A,Position and navigation,Position et navigation,code table,table de code,,,,
GGDI,MEDS,A,Position and navigation,Position et navigation,code table,table de code,,indicator_for_method_of_digitization,2262,
GGEC,MEDS,A,Position and navigation,Position et navigation,code table,table de code,,duration_and_time_of_eulerian_current_measurement,2264,
GGI$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,
GGI$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,
GGIN,MEDS,A,Position and navigation,Position et navigation,code table,table de code,,indicator_BATHY_TESAC,,
GGK6,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,code table,table de code,,method_for_removing_ship_velocity,,
GGLC,MEDS,A,Position and navigation,Position et navigation,code table,table de code,,quality_of_location,3311,
GGMS,MEDS,A,Position and navigation,Position et navigation,code table,table de code,,identifier_of_message,,
GGQF,MEDS,A,General purpose,Tout usage,text,texte,,,,
GGSL,MEDS,A,Position and navigation,Position et navigation,code table,table de code,,method_of_salinity/depth_measurement,2263,
GGST,MEDS,A,Position and navigation,Position et navigation,code table,table de code,,,1853,
GGST,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,
GGWI,MEDS,A,Position and navigation,Position et navigation,code table,table de code,,indicator_for_wind_speed,,
GIN$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,
GNC#,MEDS,A,General purpose,Tout usage,code table,table de code,,cruise_code_NODC,,
GNCO,NODC,A,General purpose,Tout usage,text,texte,,,,
GNCR,MEDS,A,General purpose,Tout usage,text,texte,,,,
GNCR,NODC,A,General purpose,Tout usage,text,texte,,,,
GNOX,NODC,A,General purpose,Tout usage,text,texte,,,,
GOCO,NODC,A,General purpose,Tout usage,text,texte,,,,
GOCR,NODC,A,General purpose,Tout usage,text,texte,,,,
GPA$,MEDS,A,Physical Oceanography,Océanographie physique,dyne metre,dyne mètre,geopotential_height_anomaly,,,
GPT$,MEDS,A,Meteorology,Météorologie,code table,table de code,,code_pressure_tendency,200,
GRAV,MEDS,A,Geophysics,Géophysique,milligal,milligal,,gravity_observed,,
GSPD,BIO,A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,
GSPD,IML,A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,
GSPD,MEDS,A,Meteorology,Météorologie,metre per second,mètre par seconde,wind_speed_of_gust,,,
H00$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
H15$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
H30$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
H45$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
H60$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
HAT$,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,temperature_of_water_from_high_accuracy_sensor,,
HCDM,BIO,A,Physical Oceanography,Océanographie physique,degree(angle),degré(angle),,,,
HCDM,IML,A,Physical Oceanography,Océanographie physique,degree(angle),degré(angle),,,,
HCDM,MEDS,A,Physical Oceanography,Océanographie physique,degree(angle),degré(angle),,water_current_direction_to_magnetic_north,,
HCDT,BIO,A,Physical Oceanography,Océanographie physique,degree(angle),degré(angle),,,,
HCDT,IML,A,Physical Oceanography,Océanographie physique,degree(angle),degré(angle),,,,
HCDT,MEDS,A,Physical Oceanography,Océanographie physique,degree(angle),degré(angle),,water_current_direction_to_true_north,,
HCDT,NODC,A,Physical Oceanography,Océanographie physique,degree(angle),degré(angle),,,,
HCSP,BIO,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,
HCSP,IML,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,
HCSP,MEDS,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,water_current_speed,,
HCSP,NODC,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,
HEAD,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,heading_of_platform_to_true_north,,
HEAD,NODC,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,
HEX1,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,
HEX2,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,
HEXO,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,
HGHT,BIO,A,Position and navigation,Position et navigation,metre,mètre,,,,
HGHT,IML,A,Position and navigation,Position et navigation,metre,mètre,,,,
HGHT,MEDS,A,Position and navigation,Position et navigation,metre,mètre,,height_above_sea_surface,,
HGR$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
HHMM,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
HHMM,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
HIGF,MEDS,A,Time and frequency,Temps et fréquence,hertz,hertz,,,,
HIN$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
HIS$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
HL1$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
HL2$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
HM2$,MEDS,A,Time and frequency,Temps et fréquence,text,texte,,,,
HM2$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
HMN$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
HMT$,MEDS,A,Physical Oceanography,Océanographie physique,text,texte,,,,
HMX$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
HMXR,MEDS,A,Meteorology,Météorologie,gram per kilogram,gramme par kilogramme,,humidity_mixing_ratio,,
HOG$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
HOH$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
HOUR,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
HOUR,NODC,A,Date and time within day,Date et temps dans une journée,hour,heure,,,,
HPR$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
HSC$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
HSUL,BIO,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
HSUL,IML,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,
HSUL,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,mole_concentration_of_hydrogen_sulphide,,
HTH$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
HTL$,MEDS,A,Physical Oceanography,Océanographie physique,metre,mètre,,height_of_xbt_launcher_above_water,,
HTL$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,
HTSF,MEDS,A,Position and navigation,Position et navigation,metre,mètre,,height_above_the_sea_floor,,
HW1$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
HW2$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
HZY$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,
Hydrogen_Sulfide,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,
ICD$,MEDS,A,General purpose,Tout usage,text,texte,,name_of_instrument,,
ICD$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,
ICEF,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,flag_ice_in_hydrographic_observation_vicinity,,
ICEF,NODC,A,Physical Oceanography,Océanographie physique,text,texte,,,,
ICT$,MEDS,A,Physical Oceanography,Océanographie physique,metre,mètre,sea_ice_thickness,,,
ICT$,NODC,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,
IDEN,IML,A,General purpose,Tout usage,dimensionless,sans dimension,,,,
IDEN,NODC,A,General purpose,Tout usage,text,texte,,,,
IN1$,MEDS,I,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,
IN2$,MEDS,I,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,
IND$,MEDS,A,General purpose,Tout usage,hour,heure,,,,
INS1,MEDS,A,General purpose,Tout usage,text,texte,,name_of_institute,,
INS1,NODC,A,General purpose,Tout usage,text,texte,,,,
INTE,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
INTP,MEDS,A,General purpose,Tout usage,code table,table de code,,,,
INTS,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
INU$,MEDS,A,General purpose,Tout usage,hour,heure,,,,
IRFB,MEDS,A,Biology,Biologie,nanomole per litre,nanomole par litre,,,,
IRUB,MEDS,A,Biology,Biologie,nanomole per litre,nanomole par litre,,,,
IST$,MEDS,A,General purpose,Tout usage,text,texte,,name_of_instrument,,
IST$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,
ITS#,NODC,A,Other physical oceanographic measurements,Autres mesures d'océanographie physique,code table,table de code,,,,
JPT$,MEDS,A,General purpose,Tout usage,code table,table de code,,code_jgofs_protocol_table,,
KMEF,MEDS,A,Other organic chemical measurements,Autres mesures chimiques organiques,part per million,partie par million,,,,
Kraft-Mill_Effluent,IOS,A,Other organic chemical measurements,Autres mesures chimiques organiques,part per million,partie par million,,,,
LALO,NODC,A,General purpose,Tout usage,text,texte,,,,
LAT#,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,latitude_originator_NODC,,
LAT$,MEDS,A,Position and navigation,Position et navigation,number,nombre,,,,
LAT$,NODC,A,Position and navigation,Position et navigation,text,texte,,,,
LATA,MEDS,A,Position and navigation,Position et navigation,degree Celsius,degré Celsius,,latitude_reported_with_every_depth,,
LATD,BIO,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,
LATD,IML,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,
LATD,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,latitude,,
LATI,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,latitude_positive_north,,
LATI,NODC,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,
LATM,MEDS,A,Position and navigation,Position et navigation,minute(angle),minute(angle),,latitude_minutes_within_degree,,
LATP,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,
LBL1,MEDS,A,Wave,Vague,second,seconde,,,,
LCF$,MEDS,A,Wave,Vague,hertz,hertz,,,,
LDAT,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
LINC,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,long_wave_radiation_incoming,,
LN2$,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,
LN2$,NODC,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,
LNC$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,
LNG$,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,longitude_from_GPS,,
LOAN,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,
