Vocabulary,name,Users,accepted_units,accepted_scale,accepted_instruments,calibration_review,apply_function,variable_name,long_name,units,instrument,scale,standard_name,sdn_parameter_urn,sdn_parameter_name,sdn_uom_urn,sdn_uom_name,definition,convention,GF3_name,SDN:P01::Alternative Name
GF3,PSEA,MEDS,practical salinity unit (PSS-78),PSS-78,,,,,,practical salinity unit (PSS-78),,PSS-78,,,,,,,,PSEA,
GF3,PSP$,MEDS,decibar,,,,,,,decibar,,,,,,SDN:P06::UPDB,Decibars,,,PSP$,
GF3,PSQ$,MEDS,decibar,,,,,,,decibar,,,,,,SDN:P06::UPDB,Decibars,,,PSQ$,
GF3,PSAR,"BIO,IML,MEDS",ueinsteins/s/m^2|micromole per metre square per second|micromoles/m^2/sec|umol photons/m2/s,,,,,,,uEinsteins/s/m^2,,,downwelling_photosynthetic_photon_spherical_irradiance_in_sea_water,,,,,,,PSAR,
BIO,PSAR,"BIO,IML,MEDS",none,,,,,PSAR_noUnits,,,,,downwelling_photosynthetic_photon_spherical_irradiance_in_sea_water,,,,,,,PSAR,
GF3,PTCHSDEV,"BIO,MEDS",,,,,,,,,,,,,,,,,,PTCHSDEV,
GF3,PTM$,MEDS,,,,,,,,,,,,,,,,,,PTM$,
GF3,PTP1,MEDS,,,,,,,,,,,,,,,,,,PTP1,
GF3,PTT$,MEDS,,,,,,,,,,,,,,,,,,PTT$,
GF3,PVA$,MEDS,millibar,,,,,,,millibar,,,,,,SDN:P06::UPBB,Millibars,,,PVA$,
GF3,PVAR,"BIO,IML,MEDS",dimensionless,,,,,,,dimensionless,,,,,,SDN:P06::UUUU,Dimensionless,,,PVAR,
GF3,PVS$,MEDS,volt,,,,,,,volt,,,,,,SDN:P06::UVLT,Volts,,,PVS$,
GF3,PYPB,BIO,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,PYPB,
GF3,QCF$,MEDS,,,,,,,,,,,,,,,,,,QCF$,
GF3,QCFF,"BIO,IML,MEDS",dimensionless,,,,,,,dimensionless,,,,,,SDN:P06::UUUU,Dimensionless,,,QCFF,
GF3,QCP$,MEDS,,,,,,,,,,,,,,,,,,QCP$,
GF3,QFF$,MEDS,,,,,,,,,,,,,,,,,,QFF$,
GF3,QFP$,MEDS,,,,,,,,,,,,,,,,,,QFP$,
GF3,QIF$,MEDS,,,,,,,,,,,,,,,,,,QIF$,
GF3,QNF#,MEDS,,,,,,,,,,,,,,,,,,QNF#,
GF3,QNP#,MEDS,,,,,,,,,,,,,,,,,,QNP#,
GF3,QPOS,MEDS,,,,,,,,,,,,,,,,,,QPOS,
GF3,QQQQ,"BIO,IML,MEDS",dimensionless,,,,,,,dimensionless,,,,,,SDN:P06::UUUU,Dimensionless,,,QQQQ,
GF3,QSOL,MEDS,watt per metre square,,,,,,,watt per metre square,,,,,,,,,,QSOL,
GF3,QTIM,MEDS,,,,,,,,,,,,,,,,,,QTIM,
GF3,QUL$,MEDS,,,,,,,,,,,,,,,,,,QUL$,
GF3,RADD,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,RADD,
GF3,RANG,"BIO,IML,MEDS",metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,RANG,
GF3,RCRD,MEDS,,,,,,,,,,,,,,,,,,RCRD,
GF3,RCT$,MEDS,,,,,,,,,,,,,,,,,,RCT$,
GF3,RD1$,MEDS,,,,,,,,,,,,,,,,,,RD1$,
GF3,RD2$,MEDS,,,,,,,,,,,,,,,,,,RD2$,
GF3,RD3$,MEDS,,,,,,,,,,,,,,,,,,RD3$,
GF3,RD4$,MEDS,,,,,,,,,,,,,,,,,,RD4$,
GF3,RD5$,MEDS,,,,,,,,,,,,,,,,,,RD5$,
GF3,RD6$,MEDS,,,,,,,,,,,,,,,,,,RD6$,
GF3,RD7$,MEDS,,,,,,,,,,,,,,,,,,RD7$,
GF3,REC$,MEDS,,,,,,,,,,,,,,,,,,REC$,
GF3,RECD,MEDS,,,,,,,,,,,,,,,,,,RECD,
GF3,REFR,"BIO,IML",dimensionless,,,,,,,dimensionless,,,,,,SDN:P06::UUUU,Dimensionless,,,REFR,
GF3,RELH,"BIO,IML,MEDS",percent|%,,,,,CHUMZZ01,,percent,,,relative_humidity,SDN:P01::CHUMZZ01,Relative humidity of the atmosphere,SDN:P06::UPCT,Percent,Relative humidity of the atmosphere,,RELH,RelHumidity
GF3,RELP,"BIO,IML,MEDS",decibar|decibars,,,,,,,decibar,,,,,,SDN:P06::UPDB,Decibars,,,RELP,
GF3,REP$,MEDS,,,,,,,,,,,,,,,,,,REP$,
GF3,RM1$,MEDS,,,,,,,,,,,,,,,,,,RM1$,
GF3,RM2$,MEDS,,,,,,,,,,,,,,,,,,RM2$,
GF3,RM3$,MEDS,,,,,,,,,,,,,,,,,,RM3$,
GF3,RM4$,MEDS,,,,,,,,,,,,,,,,,,RM4$,
GF3,RM5$,MEDS,,,,,,,,,,,,,,,,,,RM5$,
GF3,RM6$,MEDS,,,,,,,,,,,,,,,,,,RM6$,
GF3,RM7$,MEDS,,,,,,,,,,,,,,,,,,RM7$,
GF3,PTCH,"BIO,IML,MEDS",degree|degrees,,,,,PTCHGP01,,degree,,,platform_pitch,SDN:P01::PTCHGP01,Orientation (pitch) of measurement device by unspecified GPS system,SDN:P06::UAAA,Degrees,Orientation (pitch) of measurement device by unspecified GPS system,,PTCH,Pitch_Unspecified_GPS
GF3,ROLLSDEV,"BIO,MEDS",,,,,,,,,,,,,,,,,,ROLLSDEV,
GF3,RPOT,"BIO,MEDS",mV,,,,,RPTWBZZ1,,mV,,,,SDN:P01::RPTWBZZ1,Redox potential in the water body by redox electrode and NO reference electrode correction,SDN:P06::UUMV,Millivolts,Redox potential in the water body by redox electrode and NO reference electrode correction,,RPOT,RdxPotNoCorr
GF3,RTC$,MEDS,,,,,,,,,,,,,,,,,,RTC$,
GF3,RTD$,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,RTD$,
GF3,RTM$,MEDS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,RTM$,
GF3,SALD,MEDS,,,,,,,,,,,,,,,,,,SALD,
GF3,SAT$,MEDS,,,,,,,,,,,,,,,,,,SAT$,
GF3,SBPH,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,SBPH,
GF3,SC1$,MEDS,,,,,,,,,,,,,,,,,,SC1$,
GF3,SC2$,MEDS,,,,,,,,,,,,,,,,,,SC2$,
GF3,SCDT,MEDS,degree,,,,,,,degree,,,sea_water_velocity_to_direction,,,SDN:P06::UAAA,Degrees,,,SCDT,
GF3,SCR$,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,SCR$,
GF3,SCSP,MEDS,metre per second,,,,,,,metre per second,,,sea_water_speed,,,SDN:P06::UVAA,Metres per second,,,SCSP,
GF3,SCT$,MEDS,,,,,,,,,,,,,,,,,,SCT$,
GF3,SDA$,MEDS,kilogram per metre cube,,,,,,,kilogram per metre cube,,,,,,,,,,SDA$,
GF3,SDAT,MEDS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,SDAT,
GF3,ROLL,"BIO,IML,MEDS",degree|degrees,,,,,ROLLGP01,,degree,,,platform_roll,SDN:P01::ROLLGP01,Orientation (roll angle) of measurement device by unspecified GPS system,SDN:P06::UAAA,Degrees,Orientation (roll angle) of measurement device by unspecified GPS system,,ROLL,Roll_Unspecified_GPS
GF3,SDEV,IML,decibars,,CTD,,,PRSDCT01,,decibars,CTD,,,SDN:P01::PRSDCT01,Pressure (spatial coordinate) standard deviation exerted by the water body by profiling pressure sensor,SDN:P06::UPDB,Decibars,,,,CTD_pres_SD
GF3,SDHU,MEDS,gram per kilogram,,,,,,,gram per kilogram,,,,,,SDN:P06::UGKG,Grams per kilogram,,,SDHU,
GF3,SDIF,MEDS,watt per metre square,,,,,,,watt per metre square,,,,,,,,,,SDIF,
GF3,SDIR,MEDS,watt per metre square,,,,,,,watt per metre square,,,,,,,,,,SDIR,
GF3,SDS$,MEDS,practical salinity unit (PSS-78),PSS-78,,,,,,practical salinity unit (PSS-78),,PSS-78,,,,,,,,SDS$,
GF3,SDT$,MEDS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,SDT$,
GF3,SDWS,MEDS,metre per second,,,,,,,metre per second,,,,,,SDN:P06::UVAA,Metres per second,,,SDWS,
GF3,SEAS,MEDS,,,,,,,,,,,,,,,,,,SEAS,
GF3,SDEV,IML,degree_celsius|degrees C,,CTD,,,STSDCU01,,degree_celsius,CTD,,,SDN:P01::STSDCU01,Temperature standard deviation of the water body by CTD and NO verification against independent measurements,SDN:P06::UPAA,Degrees Celsius,The square root of the average of the squares of deviations about the mean of a set of values of the specified measurement.,,,Uncal_CTD_Temp_SD
GF3,SECS,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,SECS,
GF3,SED1,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,SED1,
GF3,SEH1,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,SEH1,
GF3,SEM$,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,SEM$,
GF3,Sep1,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,Sep1,
GF3,SEQ$,MEDS,,,,,,,,,,,,,,,,,,SEQ$,
GF3,SER1,MEDS,,,,,,,,,,,,,,,,,,SER1,
GF3,SEX_,"BIO,MEDS",,,,,,,,,,,,,,,,,,SEX_,
GF3,SGT$,MEDS,kilogram per metre cube,,,,,,,kilogram per metre cube,,,sea_water_sigma_t,,,,,,,SGT$,
GF3,SHA1,MEDS,,,,,,,,,,,,,,,,,,SHA1,
GF3,SHA2,MEDS,,,,,,,,,,,,,,,,,,SHA2,
GF3,SHP#,MEDS,,,,,,,,,,,,,,,,,,SHP#,
GF3,SID$,MEDS,,,,,,,,,,,,,,,,,,SID$,
GF3,SID9,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,SID9,
GF3,SIDE,MEDS,,,,,,,,,,,,,,,,,,SIDE,
GF3,SIGO,"BIO,IML",kg/ m^3|kilogram per metre cube,,,,,,,kg/ m^3,,,,,,SDN:P06::UKMC,Kilograms per cubic metre,,,SIGO,
GF3,SECC,"BIO,IML,MEDS",m,,,,,SECCSDNX,,m,,,secchi_depth_of_sea_water,SDN:P01::SECCSDNX,Visibility in the water body by Secchi disk,SDN:P06::ULAA,Metres,Visibility in the water body by Secchi disk,,SECC,Secchi
GF3,SIGP,"BIO,IML,MEDS","kg/m^3|kilogram per metre cube|sigma-theta, kg/m^3|sigma-theta, Kg/m^3",,,,,SIGTEQ01,,kg/m^3,,,sea_water_sigma_theta,SDN:P01::SIGTEQ01,Sigma-theta of the water body by computation from salinity and potential temperature using UNESCO algorithm,SDN:P06::UKMC,Kilograms per cubic metre,Sigma-theta of the water body by computation from salinity and potential temperature using UNESCO algorithm,,SIGP,SigmaTheta
GF3,SIM$,MEDS,,,,,,,,,,,,,,,,,,SIM$,
GF3,SIN1,MEDS,,,,,,,,,,,,,,,,,,SIN1,
GF3,SINC,MEDS,watt per metre square,,,,,,,watt per metre square,,,,,,,,,,SINC,
GF3,SLA$,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,SLA$,
GF3,SIGT,"BIO,IML,MEDS",kg/m^3|kilogram per metre cube,,,,,SIGTEQST,,kg/m^3,,,sea_water_sigma_t,SDN:P01::SIGTEQST,Sigma-T of the water body by computation from salinity and temperature using UNESCO algorithm,SDN:P06::UKMC,Kilograms per cubic metre,Sigma-T of the water body by computation from salinity and temperature using UNESCO algorithm,,SIGT,Sigma-T
GF3,SLEV,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,SLEV,
GF3,SLO$,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,SLO$,
GF3,SMI$,MEDS,minute,,,,,,,minute,,,,,,SDN:P06::UMIN,Minutes,,,SMI$,
GF3,SNCN,BIO,dimensionless,,,,,,,dimensionless,,,,,,SDN:P06::UUUU,Dimensionless,,,SNCN,
GF3,SOLT,MEDS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,SOLT,
GF3,SOTP,MEDS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,SOTP,
GF3,SOU$,MEDS,metre,,,,,,,metre,,,sea_floor_depth_below_mean_sea_level,,,SDN:P06::ULAA,Metres,,,SOU$,
GF3,SOUT,MEDS,watt per metre square,,,,,,,watt per metre square,,,,,,,,,,SOUT,
GF3,SOXY,MEDS,millimole per metre cube,,,,,,,millimole per metre cube,,,,,,,,,,SOXY,
GF3,SPA$,MEDS,microeinstein per metre square per second,,,,,,,microeinstein per metre square per second,,,,,,,,,,SPA$,
BIO,SPAR,"BIO,MEDS",none,,,,,SPAR_noUnits,,,,,surface_downwelling_photosynthetic_photon_spherical_irradiance_in_sea_water,,,,,,,SPAR,
GF3,SPAR,"BIO,MEDS",ueinsteins/s/m^2,,,,,,,uEinsteins/s/m^2,,,surface_downwelling_photosynthetic_photon_spherical_irradiance_in_sea_water,,,,,,,SPAR,
GF3,SPARSDEV,"BIO,MEDS",ueinsteins/s/m^2,,,,,,,ueinsteins/s/m^2,,,,,,,,,,SPARSDEV,
GF3,SPC$,MEDS,metre per second,,,,,,,metre per second,,,,,,SDN:P06::UVAA,Metres per second,,,SPC$,
GF3,SPCF,MEDS,hertz,,,,,,,hertz,,,,,,SDN:P06::UTHZ,Hertz,,,SPCF,
GF3,SPDG,MEDS,metre per second,,,,,,,metre per second,,,,,,SDN:P06::UVAA,Metres per second,,,SPDG,
GF3,SPDI,MEDS,metre per second,,,,,,,metre per second,,,,,,SDN:P06::UVAA,Metres per second,,,SPDI,
GF3,SPDR,MEDS,metre per second,,,,,,,metre per second,,,,,,SDN:P06::UVAA,Metres per second,,,SPDR,
GF3,SPDV,MEDS,metre per second,,,,,,,metre per second,,,,,,SDN:P06::UVAA,Metres per second,,,SPDV,
GF3,SPEH,"BIO,IML,MEDS",gram per kilogram|g/kg,,,,,CHUMSS01,,gram per kilogram,,,specific_humidity,SDN:P01::CHUMSS01,Specific humidity of the atmosphere,SDN:P06::UGKG,Grams per kilogram,Specific humidity of the atmosphere,,SPEH,SpecHumid
GF3,SPF$,MEDS,,,,,,,,,,,,,,,,,,SPF$,
GF3,SPFR,"BIO,MEDS",,,,,,,,,,,,,,,,,,SPFR,
GF3,SPVA,"BIO,IML",metre cube per kilogram|m^3/kg,,,,,,,metre cube per kilogram,,,,,,,,,,SPVA,
GF3,SPVA,"BIO,IML",metre cube per kilogram|m^3/kg,,,,,,,metre cube per kilogram,,,,,,,,,,SPVA,
GF3,SPVO,"BIO,IML",m^3/kg|metre cube per kilogram,,,,,,,m^3/kg,,,sea_water_volume,,,,,,,SPVO,
GF3,SRT$,MEDS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,SRT$,
GF3,SSAL,"BIO,IML,MEDS",gram per kilogram|g/kg,,,,,ODSDM021,,gram per kilogram,,,sea_water_salinity,SDN:P01::ODSDM021,Salinity of the water body,SDN:P06::UGKG,Grams per kilogram,Salinity of the water body,,SSAL,Salinity
GF3,SSD#,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,SSD#,
GF3,SSPS,MEDS,practical salinity unit (PSS-78),PSS-78,,,,,,practical salinity unit (PSS-78),,PSS-78,,,,,,,PSS-78,SSPS,
GF3,SSSL,MEDS,gram per kilogram,,,,,,,gram per kilogram,,,sea_surface_salinity,,,SDN:P06::UGKG,Grams per kilogram,,,SSSL,
GF3,SST1,MEDS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,SST1,
GF3,SST2,MEDS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,SST2,
GF3,SSTP,MEDS,degree Celsius,,,,,,,degree Celsius,,,sea_surface_temperature,,,SDN:P06::UPAA,Degrees Celsius,,,SSTP,
GF3,ST1$,MEDS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,ST1$,
GF3,ST2$,MEDS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,ST2$,
GF3,STAG,MEDS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,STAG,
GF3,STC$,MEDS,,,,,,,,,,,,,,,,,,STC$,
GF3,STI#,MEDS,,,,,,,,,,,,,,,,,,STI#,
GF3,STM#,MEDS,,,,,,,,,,,,,,,,,,STM#,
GF3,STOR,"BIO,MEDS",,,,,,,,,,,,,,,,,,STOR,
GF3,STP$,MEDS,,,,,,,,,,,,,,,,,,STP$,
GF3,STRA,"BIO,IML",Pa|pascal,,,,,,,Pa,,,,,,SDN:P06::PASX,Pascals,,,STRA,
GF3,STRD,"BIO,IML",degree True|degree,,,,,,,degree True,,,,,,SDN:P06::UABB,Degrees True,,,STRD,
GF3,STRU,"BIO,IML",Pa|pascal,,,,,NWSTRRXX,,Pa,,,,SDN:P01::NWSTRRXX,Northward wind stress on the water body,SDN:P06::PASX,Pascals,Northward wind stress on the water body,,STRU,N_WndStrss
GF3,STRV,"BIO,IML",Pa|pascal,,,,,EWSTRRXX,,Pa,,,,SDN:P01::EWSTRRXX,Eastward wind stress on the water body,SDN:P06::PASX,Pascals,Eastward wind stress on the water body,,STRV,E_WndStrss
GF3,SUL$,MEDS,mole per metre cube,,,,,,,mole per metre cube,,,,,,,,,,SUL$,
GF3,SVA$,MEDS,metre cube per kilogram,,,,,,,metre cube per kilogram,,,,,,,,,,SVA$,
GF3,SVCZ,MEDS,,,,,,,,,,,,,,,,,,SVCZ,
GF3,SVEL,"BIO,IML,MEDS",m/s|metre per second,,,,,SVELXXXX,,m/s,,,speed_of_sound_in_sea_water,SDN:P01::SVELXXXX,Sound velocity in the water body,SDN:P06::UVAA,Metres per second,Sound velocity in the water body,,SVEL,SndVel_WC
GF3,SVR$,MEDS,,,,,,,,,,,,,,,,,,SVR$,
GF3,SWD#,MEDS,,,,,,,,,,,,,,,,,,SWD#,
GF3,SWDR,MEDS,degree,,,,,,,degree,,,sea_surface_swell_wave_to_direction,,,SDN:P06::UAAA,Degrees,,,SWDR,
GF3,SWHT,MEDS,metre,,,,,,,metre,,,sea_surface_swell_wave_significant_height,,,SDN:P06::ULAA,Metres,,,SWHT,
GF3,SWM$,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,SWM$,
GF3,SWPR,MEDS,second,,,,,,,second,,,sea_surface_swell_wave_period,,,SDN:P06::UTBB,Seconds,,,SWPR,
GF3,SYTM,"BIO,IML,MEDS",UTC|GMT|none,,,,,,,UTC,,,time,,,,,,,SYTM,
GF3,TAPE,MEDS,,,,,,,,,,,,,,,,,,TAPE,
GF3,TAXN,"BIO,MEDS",,,,,,,,,,,,,,,,,,TAXN,
GF3,TBD$,MEDS,dimensionless,,,,,,,dimensionless,,,,,,SDN:P06::UUUU,Dimensionless,,,TBD$,
GF3,TCD$,MEDS,micromole per kilogram,,,,,,,micromole per kilogram,,,,,,SDN:P06::KGUM,Micromoles per kilogram,,,TCD$,
GF3,TCL$,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,TCL$,
GF3,TCN$,MEDS,,,,,,,,,,,,,,,,,,TCN$,
GF3,TDE$,MEDS,,,,,,,,,,,,,,,,,,TDE$,
GF3,TDFL,MEDS,,,,,,,,,,,,,,,,,,TDFL,
GF3,TDIF,MEDS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,TDIF,
GF3,TDS$,MEDS,,,,,,,,,,,,,,,,,,TDS$,
GF3,SLCA,"BIO,IML,MEDS",mmol/m^3|millimole per metre cube,,,,,SLCAZZXX,,mmol/m^3,,,mole_concentration_of_silicate_in_sea_water,SDN:P01::SLCAZZXX,Concentration of silicate {SiO44- CAS 17181-37-2} per unit volume of the water body [unknown phase],SDN:P06::MMCM,Millimoles per cubic metre,Concentration of silicate {SiO44- CAS 17181-37-2} per unit volume of the water body [unknown phase],,SLCA,SiOx
GF3,TE90,"BIO,IML,MEDS",degree Celsius|degree c|degrees C|deg C,ITS-90,,,,TEMPP901,,degree Celsius,,ITS-90,sea_water_temperature,SDN:P01::TEMPP901,Temperature (ITS-90) of the water body,SDN:P06::UPAA,Degrees Celsius,Temperature (ITS-90) of the water body,,TE90,WC_temp90
GF3,TE90,"BIO,IML,MEDS",degree Celsius|degree c|degrees C|deg C,ITS-90,,,,,,degree Celsius,,ITS-90,sea_water_temperature,SDN:P01::TEMPP901,Temperature (ITS-90) of the water body,SDN:P06::UPAA,Degrees Celsius,Temperature (ITS-90) of the water body,,TE90,WC_temp90
GF3,TED$,MEDS,metre square,,,,,,,metre square,,,,,,,,,,TED$,
GF3,TEEA,MEDS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,TEEA,
GF3,TEMD,MEDS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,TEMD,
GF3,TE90,"BIO,IML,MEDS",degree Celsius|degree c|degrees C,ITS-90,CTD|STD|GUILDLINE|GUILDLN\.*|SBE\s*19|SBE\s*9|SBE\s*37|SBE\s*25|Microcat|Maestro|Concerto|XR\-*620|XR\-*420,,,TEMPS901,,degree Celsius,CTD,ITS-90,sea_water_temperature,SDN:P01::TEMPS901,Temperature (ITS-90) of the water body by CTD or STD,SDN:P06::UPAA,Degrees Celsius,Unavailable,,TEMP,CTDTmp90
GF3,TE90,"BIO,IML,MEDS",degree Celsius|degree c|degrees C,ITS-90,Reverse Thermometer,,,TEMPR901,,degree Celsius,Reverse Thermometer,ITS-90,sea_water_temperature,SDN:P01::TEMPR901,Temperature (ITS-90) of the water body by reversing thermometer,SDN:P06::UPAA,Degrees Celsius,,,TEMP,RTTemp90
GF3,TE90,"BIO,IML,MEDS","degree Celsius|degree c|degrees C|IPTS-68, deg C|ITS-68, deg C",,,,,TEMPPR01,,degree Celsius,,,sea_water_temperature,SDN:P01::TEMPPR01,Temperature of the water body,SDN:P06::UPAA,Degrees Celsius,Temperature of the water body,,TEMP,Temp
GF3,TEMP,"BIO,IML,MEDS","degree Celsius|degree c|degrees C|IPTS-68, deg C|ITS-68, deg C",IPTS-68,,,,TEMPP681,,degree Celsius,,IPTS-68,sea_water_temperature,SDN:P01::TEMPP681,Temperature (IPTS-68) of the water body,SDN:P06::UPAA,Degrees Celsius,Temperature of the water body,,TEMP,WC_temp68
GF3,TEMP,"BIO,IML,MEDS","degree Celsius|degree c|degrees C|IPTS-68, deg C|ITS-68, deg C",IPTS-68,CTD|STD|GUILDLINE|GUILDLN\.*|SBE\s*19|SBE\s*9|SBE\s*37|SBE\s*25|Microcat|Maestro|Concerto|XR\-*620|XR\-*420,,,TEMPS601,,degree Celsius,CTD,IPTS-68,sea_water_temperature,SDN:P01::TEMPS601,Temperature (IPTS-68) of the water body by CTD or STD,SDN:P06::UPAA,Degrees Celsius,Temperature of the water body,,TEMP,CTDTmp68
GF3,TEMP,"BIO,IML,MEDS","degree Celsius|degree c|degrees C|IPTS-68, deg C|ITS-68, deg C",IPTS-68,Reverse Thermometer,,,TEMPR601,,degree Celsius,Reverse Thermometer,IPTS-68,sea_water_temperature,SDN:P01::TEMPR601,Temperature (IPTS-68) of the water body by reversing thermometer,SDN:P06::UPAA,Degrees Celsius,Temperature of the water body,,TEMP,RTTemp68
GF3,TEMP,"BIO,IML,MEDS",degree Celsius|degree c|degrees C,ITS-90,,,,TEMPP901,,degree Celsius,,ITS-90,sea_water_temperature,SDN:P01::TEMPP901,Temperature (ITS-90) of the water body,SDN:P06::UPAA,Degrees Celsius,Temperature of the water body,,TEMP,WC_temp90
GF3,TEMP,"BIO,IML,MEDS",degree Celsius|degree c|degrees C,ITS-90,CTD|STD|GUILDLINE|GUILDLN\.*|SBE\s*19|SBE\s*9|SBE\s*37|SBE\s*25|Microcat|Maestro|Concerto|XR\-*620|XR\-*420,,,TEMPS901,,degree Celsius,CTD,ITS-90,sea_water_temperature,SDN:P01::TEMPS901,Temperature (ITS-90) of the water body by CTD or STD,SDN:P06::UPAA,Degrees Celsius,Temperature of the water body,,TEMP,CTDTmp90
GF3,TEMP,"BIO,IML,MEDS",degree Celsius|degree c|degrees C,ITS-90,Reverse Thermometer,,,TEMPR901,,degree Celsius,Reverse Thermometer,ITS-90,sea_water_temperature,SDN:P01::TEMPR901,Temperature (ITS-90) of the water body by reversing thermometer,SDN:P06::UPAA,Degrees Celsius,Temperature of the water body,,TEMP,RTTemp90
GF3,TEMP,"BIO,IML,MEDS","degree Celsius|degree c|degrees C|IPTS-68, deg C|ITS-68, deg C",,,,,,,degree Celsius,,,sea_water_temperature,SDN:P01::TEMPPR01,Temperature of the water body,SDN:P06::UPAA,Degrees Celsius,Temperature of the water body,,TEMP,Temp
GF3,TEP$,MEDS,metre square,,,,,,,metre square,,,,,,,,,,TEP$,
GF3,TER$,MEDS,,,,,,,,,,,,,,,,,,TER$,
GF3,TEXT,"BIO,IML,MEDS",dimensionless,,,,,,,dimensionless,,,,,,SDN:P06::UUUU,Dimensionless,,,TEXT,
GF3,TFF$,MEDS,,,,,,,,,,,,,,,,,,TFF$,
GF3,TFS$,MEDS,,,,,,,,,,,,,,,,,,TFS$,
GF3,TGP$,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,TGP$,
GF3,TGRD,MEDS,degree Celsius per metre,,,,,,,degree Celsius per metre,,,,,,SDN:P06::UPCC,Degrees Celsius per metre,,,TGRD,
GF3,TH1$,MEDS,,,,,,,,,,,,,,,,,,TH1$,
GF3,TH2$,MEDS,,,,,,,,,,,,,,,,,,TH2$,
GF3,TEMP,"BIO,IML,MEDS","degree Celsius|degree c|degrees C|IPTS-68, deg C|ITS-68, deg C",,,,,TEMPPR01,,degree Celsius,,,sea_water_temperature,SDN:P01::TEMPPR01,Temperature of the water body,SDN:P06::UPAA,Degrees Celsius,Temperature of the water body,,TEMP,Temp
GF3,TIILTSDEV,BIO,,,,,,,,,,,,,,,,,,TIILTSDEV,
GF3,TILT,"BIO,IML,MEDS",degree|degrees,,,,,ZNTHSS01,,degree,,,,SDN:P01::ZNTHSS01,Orientation (tilt) of measurement platform by inclinometer,SDN:P06::UAAA,Degrees,Orientation (tilt) of measurement platform by inclinometer,,TILT,ISTilt
GF3,TILTSDEV,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,Écart-type de l angle d inclinaison. Unité: degrés.,,TILTSDEV,
GF3,TIM#,MEDS,,,,,,,,,,,,,,,,,,TIM#,
GF3,TIME,MEDS,,,,,,,,,,,,,,,,,,TIME,HC
GF3,TIN1,MEDS,,,,,,,,,,,,,,,,,,TIN1,
GF3,TKI$,MEDS,,,,,,,,,,,,,,,,,,TKI$,
GF3,TL1$,MEDS,,,,,,,,,,,,,,,,,,TL1$,
GF3,TL2$,MEDS,,,,,,,,,,,,,,,,,,TL2$,
GF3,TLENBSEQ,BIO,,,,,,,,,,,,,,,,,,TLENBSEQ,
GF3,TLENCNTP,BIO,,,,,,,,,,,,,,,,,,TLENCNTP,
GF3,TLENCOLL,BIO,,,,,,,,,,,,,,,,,,TLENCOLL,
